sentiment,message,tweetid
2,"RT @greenroofsuk: #Indigenous #rights are key to preserving #forests, #climate change study finds -#Environment #biodiversity https://t.coÃ¢â‚¬Â¦",629401
1,People care about the environment more and more every day. Let's all battle climate change! @juanverde #environment https://t.co/MIKBBbQveS,808474
2,The quest to capture and store carbon – and slow climate change - just reached a new milestone https://t.co/aRw6Rpo9pz,389783
1,"RT @KennethBerlin: Our work to solve climate change, one of the greatest challenges humanity has ever faced, has never been easy. WhatÃ¢â‚¬Â¦",250096
2,Republican green groups seek to temper Trump on climate change https://t.co/AEiA7KCTq7,830909
2,Theresa May urges President Trump to rethink climate change stance: … Paris agreement and… https://t.co/ZhztdrwA57,867921
1,"RT @ErikSolheim: US Defense Secretary: climate change is a security threat.
A 'driver of instability'
No question!…",169456
1,"Been watching #BeforeTheFlood this evening, I hope it helps inspire people to act to stop climate change - now! https://t.co/DiFF9GObCN",557537
0,@NatashaLuleka lmao. I'll sell once you've donated your nose to the people who are fighting global warming. Save us please 🤣,175793
0,"As it's the #firstdayofspring, listen to what Woolf, Joyce, Forster and Wells thought of climate change on Ep 2! 🌼

https://t.co/y5aH6SPejM",221004
2,"RT @NYTScience: Rex Tillerson and Exxon had a turnaround on climate change. Was it a sincere change of heart, or a cynical PR shift? https:…",493912
1,I just joined @NatGeoChannel @21CF in combating climate change. Take action #BeforeTheFlood https://t.co/Zv0T2NLMT8,39045
-1,"RT @Carbongate: Physicist - CO2 does not cause climate change, it RESPONDS to it - Video https://t.co/lySZb7ydcP",162018
2,RT @aroseblush: �� Insurers count cost of Harvey and growing risk from climate change ��https://t.co/kjwqwTjTQ5,250061
2,How will global warming affect Colorado River flows? - Summit County Citizens Voice https://t.co/GzOlEgCTxQ  - #GlobalWarming,424490
0,@trooper2121 @MelOBrienOregon. Part of common core- they push climate change also,889254
1,"Since iron is a limiting factor in phytoplankton growth, dumping iron in the ocean could help fight climate change @FulweilerLab #BUOceans",443055
2,RT @sciam: China criticizes Trump plan to exit climate change pact https://t.co/BxZFX1Xgxc https://t.co/tB92yrH6Bk,730867
2,How much longer can AntarcticaÃ¢â‚¬â„¢s hostile ocean delay global warming? https://t.co/hM3iGkzE0W https://t.co/8dmmQBwm3i,266126
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,691471
-1,@natemckay20 my name Nate climate change isn't real XD,565584
1,@PatrickJLavin The president believes climate change isn't real. How do we progress there? Especially when the US is doing so much damage.,434956
1,.@DFO_MPO .@Min_LeBlanc Harp seals are already facing threats from climate change without an early hunt. Have Mercy #sealhunt,251082
1,@bstein80 more federalism cannot solve national/international problems like climate change.,406426
2,RT @spectatorindex: UNITED STATES: Department of Agriculture staff have been told to avoid the term 'climate change' and use 'weather extre…,531518
1,"RT @ddlovato: #IVotedBecause I believe in equality, we need comprehensive immigration reform, I am pro-choice and global warming IS real. #Ã¢â‚¬Â¦",893442
1,Want to develop your skills in communicating climate change? Don't miss our FREE interactive workshop!@nicknuttgens https://t.co/2mmLUuvWVW,593536
1,And climate change is a hoax? https://t.co/XCQxHHRK8d,410312
1,"RT @doitfortheusa: .@realDonaldTrump Rather than have lawyers vet your tweets, why not have scientists vet your climate change agenda? #Pa…",901815
0,@CNN not bad it will give room for talks like brexit terrorism migrant crisis climate change etc&amp; how trump wants to sustain uk as an allie.,180675
2,RT @thehill: Arnold Schwarzenegger teams up with Macron to fight climate change: https://t.co/PgVoNyY5ht https://t.co/Ep8LoewfXm,310660
1,"RT @markhumphries: .@sharpfang You're right, we should be more tolerant of this pussy-grabbing, KKK-endorsed climate change denier.",600250
2,Congress thwarted Obama on climate change goals - Miami Herald https://t.co/3T71kthOT4 via #hng #news #political https://t.co/ZxrmLNjNaa,847910
2,RT @MotherJones: Exxon investors staged an unprecedented fight against the board over climate change—and won https://t.co/k8cre8L6D8,627878
-1,RT @kwilli1046: Al Gore admits Paris Accord won't solve the issue of 'climate change.' https://t.co/5ULwaCQjpr,45510
2,EPA chief says carbon dioxide is not a 'primary contributor' to global warming https://t.co/6c141PbWf5 https://t.co/J5c74Qf7Be,344064
0,Nicole on trumps budget: we can fight climate change with the military,957179
1,jonathan toews instagram rant about climate change is the gift that keeps on giving https://t.co/LoywpgcuBp,102000
1,"climate change &amp; intersections of race, environment and poverty. https://t.co/oqEoptiQhI #climatechangeisreal",237946
0,@CrReaM global warming,677250
2,"RT @TPM: Under Tillerson, Exxon under investigation by state AGs for allegedly downplaying the risks posed by climate change… ",498421
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,354672
1,"RT @LeoDiCaprio: Want to stop climate change, @UWM? See #BeforeTheFlood at your University #BeforeYouVote. 
https://t.co/ubMubJMbkv",755110
-1,"Tree-huggin' hippie! Man walking BAREFOOT across America to protest climate change, 'save the earth'… https://t.co/TS5f2lfkEY",483441
1,I just joined @NatGeoChannel @21CF in combating climate change. Take action #BeforeTheFlood https://t.co/4ERULrPRBE,496309
1,and he needs to honour climate change commitments! #Trump #ParisAgreement https://t.co/cc5f5AfepC,961582
1,RT @BernieSanders: 'The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitiÃ¢â‚¬Â¦,467812
2,RT @joelpollak: Times columnist blasted by ‘nasty left’ for climate change piece | New York Post https://t.co/kO3zGDVrYo,450418
1,G20 summit shows Trump took U.S. from first to worst on climate change in under a year: At the… https://t.co/tgRfOp0swU #Tips2Trade #T2T,615533
1,RT @rmasher2: Energy Secretary who doesn't believe in climate change. Education Secretary who doesn't believe in public education. We. Are.…,456859
2,RT @thehill: Trump admin tells EPA to take down its climate change webpage: report https://t.co/GnGqpUjn6B https://t.co/eEYkNjECO0,191282
0,@TheMaryseFan @l so by your logic Donald and his supporters say climate change is not real so because it's more than one saying it it's true,597882
2,RT @CNN: Is there a link between climate change and diabetes? Researchers are trying to find out https://t.co/SMukw9yLCE https://t.co/7OiLl…,83551
2,#DailyClimate Pacific Island countries and climate change: Examining associated human https://t.co/TnMBReiAF0,550848
1,RT @Davos: 7 things NASA taught us about climate change https://t.co/B2B7OZSD59 https://t.co/hAKtILc8C6,786327
1,"RT @JilliRobi: Welcome to America. Where we deny climate change, men brag about rape, and the KKK supports our president. #notmypresident",338688
0,I like how we're all just ignoring global warming lol Ã¢ËœÂ¹Ã¯Â¸ï† https://t.co/75a8aFwRfJ,649222
1,RT @MSR_Future: https://t.co/tgqIhxDsO0 #ClimateChange The Guardian view on climate change: Trump spells disaster | Editorial https://t.co/Ã¢â‚¬Â¦,744499
1,Well I guess if you're a coal miner then you really don't give a fuck about climate change anyway.,867382
1,@JamwalNidhi Not that easy to blame climate change though we know increasing temperatures can lead to enhancement of such rain events.,944651
1,RT @NRDC: Women are disproportionately affected by climate change. We are also the next climate leaders. https://t.co/Gnk9K0F49b #IWD2017,387582
1,Does Trump know or even care that his beloved Mar a Largo estate will be under water without an agreement on climate change !,666414
2,RT @FastCompany: Michael Bloomberg says cities must now lead the way on climate change https://t.co/piMjjybVrl https://t.co/CwP83D62dZ,251525
-1,RT @sean_spicier: The President's plan to fight climate change is just about the most comprehensive no point plan ever conceived,493959
1,RT @PolitiFact: Energy Secretary Rick Perry dances around the facts on climate change https://t.co/kEDnagoCNU https://t.co/YH1jqVIlt3,53806
1,RT @foxfire2112: While @TheDemocrats say they R 4 climate change solutions they keep putting oil pipelines across the US #HypocritesÃ¢â‚¬Â¦,178164
2,RT @NPR: The lengthy questionnaire suggests Trump's promises to roll back efforts to combat climate change may dig deep. https://t.co/t2Er6…,69259
1,RT @davidsirota: “CO2 is linked to climate change” &amp; “the healthcare crisis wasnt created by iPhones” shouldn't have to be sick burns or mo…,408114
1,RT @JustSchmeltzer: ATTN: All reporters who fell for pure BS sales job that Ivanka/Jared were WH forces for climate change fight and LGBT r…,398153
2,RT @sciam: A new study has found a steady growth of moss in Antarctica over the last 50 years due to climate change…,294062
1,The best perspective on renewable energy for climate change deniers. https://t.co/rqHaqSbsGq,62794
1,"RT @narendramodi: Talked about furthering cooperation in key areas like agriculture, energy, environment, climate change, sports &amp; culture.",681233
1,RT @Fusion: America is about to become the only country in the world with a leader who doesnÃ¢â‚¬â„¢t think global warming is real.Ã¢â‚¬Â¦,312682
2,RT @JURISTnews: Federal judge allows climate change lawsuit to proceed https://t.co/o7b2VpMDOX,971585
1,RT @Greenpeace: Sad :( Animals and birds which migrate around the world are struggling to adapt to climate change…,909808
1,RT @NRDC: He claims the planet is cooling and questions climate change. Who is...our next energy secretary? https://t.co/qL1X7ruBdK,148661
1,RT @jill_out_man: my republican montco teacher told us that global warming is a hoax &amp; taxpayer dollars fund abortions at PP. can't roll myÃ¢â‚¬Â¦,24891
2,RT @washingtonpost: The Daily 202: Evidence of climate change abounds amid extreme weather in the Pacific Northwest https://t.co/JS5zwhqkZi,553962
1,RT @davidwees: .@TylerNFlorida @DeathValleyNPS @passantino Park rangers measure the impact of climate change on national parks every year.…,590931
1,@iamryanmcmanus I get that there a lot of shit things he can do to people in the short term but climate change is a big thing for me,714141
1,"Global temperature development, here 2016 included.
Getting harder to deny man-made climate change
@NTNU @eptntnu 
https://t.co/Ge7mhqlzES",672860
-1,"RT @LadyDurrant: Waste of our money! There has been little benefit from a £2 billion foreign aid programme to tackle climate change.
https:…",423837
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,211705
2,Centrica has donated to US climate change-denying thinktank https://t.co/lALNJc3q7r,93177
1,"Just to get this straight: everyone understands that the earth can't afford four years of doing nothing to combat climate change, right?",128095
1,RT @twcuddleston: tories calling these climate change denying homophobic terrorist sympathising bigots 'allies' is just a tad scary https:/…,44068
1,please send him to Venus so he can experience what global warming really is. no walls can protect him there. right… https://t.co/vl1NevcQnT,989538
1,"RT @MotherJones: The Great Barrier Reef is in peril, and climate change will destroy it https://t.co/0Ufa6zdLcr https://t.co/mZmdlcXf3N",765811
1,"RT @funder: Trump supports Karen Handel who thinks being gay is wrong, climate change is fake &amp; shooting someone is funny…",740777
2,"As the planet warms, doubters launch a new attack on a famous climate change study https://t.co/DQcx41oBsY",780121
1,"IF oil and gas methane emissions are declining, then the contribution to global warming would necessarily be going down.",192147
1,I'm one of those people who doesn't believe in global warming but I'm pretty sure Noah's ark was a true story' hahaha,453624
-1,"RT @palmtile: Climate change and global warming is totally natural,stop wasting our money on a trying to stop it�� it's impossible https://t…",954789
2,RT @thehill: Badlands National Park tweets about climate change amid Trump social media crackdown  https://t.co/niDVAaKO9q https://t.co/y5x…,84237
-1,RT @Liz_Wheeler: I wonder why climate change criers on the left don't protest #TaxDay? 300K trees are cut down yearly to produce paper for…,785074
1,RT @nytimes: California is holding itself out as a model to other states — and to nations — on how to fight climate change…,527681
2,"Despite climate change exodus, some Marshall Islanders head back home https://t.co/FmrmunUlLj",474469
2,RT @n_rosellini: #UNSG urges rapid scale-up in funding to address climate change #COP22 https://t.co/EaNJ6uMlcV,240666
2,RT @SBS_Science: First mammal wiped out by human-made climate change lived on the Great Barrier Reef https://t.co/deGtZA4HKH https://t.co/6…,504372
-1,"This dumbassÃ°Å¸â€˜â€¡Ã°Å¸ï†Â» thinks that climate change is the most important thing to protect in CA. How about sanctuary cities,Ã¢â‚¬Â¦ https://t.co/3qIuJgEh2q",244483
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,202071
2,RT @cnni: Kids are taking the feds -- and possibly Trump -- to court over climate change https://t.co/CnUR4YWoHe,91614
1,The climate struggle is real: 10 biggest global warming stories of 2016 https://t.co/MigVUBrGRx https://t.co/Z3pTdmg3lX,55776
1,"RT @PlanetGreen: From sea to rising sea, America is in the throes of climate change https://t.co/IFTcfopO5O #HumansDidIt https://t.co/Z1FV5…",850735
1,RT @malcypoos: 'The atmosphere is being radicalized' by climate change - we need to act NOW! https://t.co/F6xo8hDXjp,510603
1,I pledge to urge U.S. leaders to maintain our momentum in the fight against global warming https://t.co/mHLeiddGXN #globalcitizen #EarthDay,220082
1,RT @FT: Martin Wolf: That the US presidential campaign has unfolded without a focus on climate change is astoundingÃ¢â‚¬Â¦,49671
1,RT @SEIclimate: Transnational #climate change impacts: An entry point to enhanced global cooperation on #adaptation?Ã¢â‚¬Â¦,143371
1,"RT @MariyaAlexander: Climate change denier: I don't believe in climate change 
Changing climate: *sends deadly cat. 6 hurricane* I believeÃ¢â‚¬Â¦",452793
0,RT @smlemusic: If global warming isn't real then why is club penguin shutting down?? ����,922291
2,The left and right agree: Fox News destroyed EPA chief Scott Pruitt over climate change - The Washington Post https://t.co/GvM3evf7nT,956213
1,RT @athakur98: i respect differing opinions but i WILL fight you if you don't believe in climate change bc that's Ã°Å¸â€˜ï†Ã°Å¸ï†Â½ not Ã°Å¸â€˜ï†Ã°Å¸ï†Â½ an Ã°Å¸â€˜ï†Ã°Å¸ï†Â½ opinion Ã°Å¸â€˜ï†Ã°Å¸ï†Â½,832252
2,Trump really doesn't want to face these 21 kids on climate change https://t.co/m6t9VDrJqQ https://t.co/NYyUhYEaq1,144569
1,RT @MikeRMatheson: @EdKrassen @realDonaldTrump Irma turned into cat5 due to warm waters. And that's due to climate change. Which Trump deni…,598825
2,RT @UpSearch: * Scientists copy climate change data in fear of a Trump crackdown https://t.co/FmLRKGJ4rJ @engadget,313975
2,"White House website no longer includes climate change, civil rights pages https://t.co/KIpw6ST32o https://t.co/UU0VO2InaP",401784
-1,@andrewzimmern @SarahKSilverman No connection between climate change and hurricanes,824356
2,RT @HarvardChanSPH: Scientists are concerned that climate change could lead to an increase in infectious disease rates. https://t.co/PCkrEU…,242969
2,https://t.co/u4R1BqQ5UR | Parliament ratifies Paris climate change agreement https://t.co/hq2K9TpIL3 https://t.co/yNIfRbNzLG,104560
1,RT @voxdotcom: TrumpÃ¢â‚¬â„¢s election marks the end of any serious hope of limiting climate change to 2 degrees https://t.co/rVDaS8lT1R,704101
1,climate change is real climate change is real climate change is real climate change is real climate change is real climate change is real cl,32805
0,#answerMug #question How do we know Global Warming and climate change is not the Earth returning to a previous ... https://t.co/x8kiZ8FD2n,700575
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,414516
0,"RT @davojrock: @EndaKennyTD
Enda says u can't ignore facts on climate change https://t.co/XnNpg48sWY via @rte
Stupid Lying Bollox!…",454586
0,RT @ThePowersThatBe: HERO: John Kerry will spend Election Day crop-dusting planet with jet exhaust to fight climate change https://t.co/qQOÃ¢â‚¬Â¦,256141
2,"RT @nytimes: Americans are eating less beef, and that might help in the fight against climate change https://t.co/IIdsHDR85j",663184
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,769928
1,RT @SethMacFarlane: HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ¢â‚¬Â¦,638192
1,The climate struggle is real: 10 biggest global warming stories of 2016.. Related Articles: https://t.co/v9xNbldqTz,83048
2,"RT @Alex_Verbeek: Polar vortex is shifting due to climate change: extending winter 

https://t.co/MB3jpJY3Mn #climate #weatherÃ¢â‚¬Â¦",51110
-1,RT @MorattiJ: @cathmckenna Am so done with ridiculous language from politicians like 'climate change' &amp; 'carbon taxes' while they…,284570
1,RT @thejoshpatten: Good morning! Hillary is proposing an 80% carbon emissions reduction by 2050. Trump thinks climate change is a hoax creaÃ¢â‚¬Â¦,612381
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,752859
1,RT @ClimateCentral: Trump could stop states from acting on climate change even if they want to https://t.co/BGWHggI8Vq,574623
0,"RT @ProudFFAalumni: everybody wants to die, but also everybody wants to complain about global warming, so i'm convinced you bitches just li…",83747
0,So Nigel Lawson's dodgy outfit irresponsibly downplaying global warming has links with the IEA. Not with any... https://t.co/wIlOT515qt,954094
1,"RT @billmckibben: .@NaomiAKlein says, with her usual clarity, that now is precisely the right time to talk about climate change https://t.c…",847195
1,RT @welovehistory: Pollution and climate change are threatening our wildflowers. Support #EarthHour to make a change #PassthePanda…,567915
0,"Forget Trump, Adelson, global warming, etc... the real news today is @artspander swiped Kyle Shanahan's secret #falcons papers. Look it up.",708788
1,G20 summary: World leaders are no longer worried about US fight against climate change. They will fight w/o our hel… https://t.co/8aDaG6qetS,830420
0,RT @Jacks_America: If you dont believe that the decline of pirates is causing global warming than look at this graph that is SCIENTIFI…,422351
1,"RT @EhrenKassam: It's 2016, and a racist, sexist, climate change denying bigot is leading in the polls. #ElectionNight",300749
1,"RT @WorldGBC: Check out theme &amp; resources for World Green Building Week 2017! In the fight against climate change, #OurHeroIsZero…",87041
1,End to climate change #whatiwantforchristmasin4words,85564
1,RT @ClimateReality: We can debate how to tackle climate change – but the science is settled #ClimateMarch #ActOnClimate https://t.co/WQCH89…,21027
1,Appears #Trump had team of archaeologists building gov. Hard to find climate change denier for EPA or 'what nukes in my dept' for Energy!,186590
2,Robert F. Kennedy Jr. says President Trump's climate change policies are 'turning... https://t.co/RmG7mZtOUO by #CNN via @c0nvey,66412
2,RT @pablorodas: #CLIMATE #p2 RT 19 House Republicans call on their party to do something about climate change | Dana……,896231
2,"For the first time, climate change has caused a river to completely reroute
https://t.co/keSyJf63aO https://t.co/LOFbwPI730",133985
1,RT @jaboukie: when you don't know how to dress anymore cus of climate change https://t.co/05vL8r1tWg,221441
1,#tytlive climate change isint a debate its been proven by climate scientists because don't you believe in it doesn't matter,534289
2,"Donald Trump expected to slash Nasa's climate change budget in favour of sending humans back to the moon &amp; beyond 
https://t.co/1vDrD3Uyyr",697911
2,#climatechange What does climate change mean for Tauranga Moana? New Zealand Herald How… https://t.co/sPKTIp4IKT vi… https://t.co/CDq5ABda4Y,362406
1,RT @alfranken: Do you care about student loan debt? Combating climate change? Funding for Planned Parenthood? Vote. https://t.co/LzXNqKw2Wz,98992
-1,@NancyPelosi Paris agreement is bs. so is man made climate change.,452879
1,Do you believe in climate change? Vote now i really need it's a big help. Vote yes or no :),286813
-1,"@usatodayweather ...supports global warming always makes the news, frequently getting headlines. Evidence to the contrary is ignored.",123411
2,Bernie Sanders calls Donald Trump's new EPA chief 'pathetic' for climate change stance https://t.co/RYjz5cdaRo https://t.co/02c3wiI4lT,225563
2,"RT @scienmag: Nature already dramatically impacted by climate change, study reveals https://t.co/3p4SRmZ2tD",500501
2,"Trump is deleting climate change, one site at a time https://t.co/UJg52TfnAT",828640
0,"RT @bbtfln: jiyong: girls are so hot
jiyong: guys are hot too oh damn
jiyong: why is everyone so hot
daesung: global warming.",256370
0,@eilperin @SierraClub @EPA @EnviroDGI I heard they will bring it back online after replacing 'climate change' with… https://t.co/T4vngmMfWv,103681
0,"True, sometimes they want someone to talk to about global warming. https://t.co/nC2SUkVj41",535047
2,Hopes of mild climate change dashed by new research https://t.co/V4A3ie2n2Q,40791
-1,if you believe in climate change then you are the biggest jackass in America' loool https://t.co/8V8YFzzti7,553499
2,"RT @GuardianUS: USDA has begun censoring use of the term 'climate change', emails reveal https://t.co/BYsSUQuQHH",380528
2,G20 closes with rebuke to Trump on climate change https://t.co/kfGywO5CKe,945806
1,"RT @UKIPNFKN: TrumpÃ¢â‚¬â„¢s election marks the end of any serious hope of limiting climate change to 2 degrees via voxdotcom
#Trump2016
https://tÃ¢â‚¬Â¦",273458
2,"RT @insideclimate: In 1979, two researchers made a nearly spot-on projection about climate change and Arctic sea ice.… ",564418
2,City of Montreal to buy refrigerated skating rinks to counter effects of climate change #Science https://t.co/5usmKGuglC,445397
-1,RT @USFreedomArmy: Nothing worse than climate change now is there. Enlist with us &amp; read the truth at https://t.co/oSPeY3QMpH. Act!! https:…,111139
2,RT @02Cents0: PositivelyJoan: RT Doughravme: Florida employee 'punished for using phrase climate change' https://t.co/9xcd178mP8 … Fight cl…,351291
1,RT @BernieSanders: #ImVotingBecause the future of the planet is at stake. Hillary Clinton will combat climate change. Donald Trump thinks iÃ¢â‚¬Â¦,536967
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",381086
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",341356
1,RT @plough_shares: Preventing #nuclear war would save millions of lives AND prevent sudden catastrophic #climate change @AVastMachine https…,541433
-1,RT @ZehDuck: I just spilled orange juice on my shirt.  I can't decide on whether to blame the Russians or climate change. 🤔,449637
1,RT @babitatyagi0: None except Gurmeet Singh had taken the step to remove danger of global warming from the earth. https://t.co/7Ybtcv1y0L,11524
1,@BBCBreaking Not good Mr president. climate change is for real,343941
1,RT @NYTNational: Trump has called climate change a hoax. Now he has the chance to destroy efforts to beat it. https://t.co/i9hdsPig9Y,488963
2,RT @pablorodas: #CLIMATEchange #p2 RT There's one last thing Obama can do to fight global warming. https://t.co/VcP5bBC3p9 #COP22 https://t…,826287
2,Obama administration gives $500m to UN climate change fund - https://t.co/2zx63XXXco https://t.co/f2uZwZgsTv,897647
0,U really out here on Twitter expecting everybody to be doing nothing but thinking about climate change 24/7 ����‍♀️ l… https://t.co/hqEF918oKa,269846
1,RT @justinhendrix: Donald believes Russian interference in the US election is a hoax. He also believes climate change is a hoax. There is e…,399620
1,"RT @CFigueres: When it comes to climate change, timing is everything. Thanks to all who contributed to this Comment in Nature https://t…",804631
2,Ship made a voyage that would not have happened without global warming - https://t.co/jKZhyMApI8,80070
0,Wow! heavy financial hitters demanding climate change risk evaluation for businesses. ASIC as well? Wonder how inve… https://t.co/KF8G0pHWQ7,417274
2,RT @guardianscience: Record-breaking climate change pushes world into ‘uncharted territory’ https://t.co/WY8578mNDk,284678
-1,RT @777BABYG: climate change is a myth https://t.co/DN1IN0xiRu,532008
1,RT @dodgr007: @SenBobCorker Please vote NO for Pruitt for EPA - he doesn't believe in climate change and doesn't care for the environment.,601629
1,"RT @JesusOfNaz316: The thing is that war, pollution, climate change, criminal justice, housing, care for seniors, education, &amp; healthcare a…",710229
0,@adeelmshah this i agree on but plz understand that their role is disaster management not climate change,298442
0,15% #Essay #Writing Discount. climate change https://t.co/TChfm0uKdI,137915
1,RT @haveigotnews: Donald Trump announces plan to counter global warming by building wall around the sun.,670991
2,RT @MarkDiStef: Senator Malcolm Roberts to Breitbart on climate change: “There’s no doubt (Tony Abbott) is a skeptic…  I’ve been told very…,990850
1,RT @Scaramucci: You can take steps to combat climate change without crippling the economy. The fact many people still believe CC is a hoax…,873365
0,@thewire_in Is climate change real?,115788
-1,Our scientists are working on settling mars and you still believe in climate change???,219965
0,RT @vinnycrack: shes thinking about global warming tell your husband https://t.co/LWWFA5aoiC,480265
1,RT @CompleteItCuomo: PLEASE Call @NYGovCuomo NOW and tell him to #WalkTheTalk on fracking and climate change by rejecting the #NAPL perm…,356598
1,RT @azeem: This could be what a global warming tipping point looks like https://t.co/AnN6bWsxiG,928389
2,"RT @Bentler: https://t.co/Aw6hhy9HgK
Record-breaking climate events worldwide shaped by global warming, scientists find
#climate…",728
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,931326
1,RT @Anthony: tfw Exxon is to the left of the President of the United States on climate change... https://t.co/Pr74eCgTCj,96769
1,A great Chilean writer with a tragic tale of destruction at the hands of climate change https://t.co/jRrktq0evc,907412
0,"RT @MuzaimirMokhtar: If you bring warmth to people in a global context, would that be global warming ?",918397
1,"RT @LeoDiCaprio: Want to stop climate change, @UWM? See #BeforeTheFlood at your University #BeforeYouVote. 
https://t.co/ubMubJMbkv",656878
0,Hey does smoking weed add to global warming,483171
1,RT @basedlightskin: We have a president who thinks climate change is a conspiracy made by the Chinese and have a VP who believes shock therÃ¢â‚¬Â¦,625105
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,85807
1,RT @sasha_a_fox: @summerbrennan https://t.co/LddSfCRszX I collected a bunch of climate change stories people should have read in the last y…,537122
1,"You; If global warming is made up, why is it snowing in mid April

Me; I agree",552939
2,RT @maggieNYT: A million bottles a minute: world's plastic binge 'as dangerous as climate change' | Environment | The Guardian https://t.co…,593923
0,RT @PornUniversity: My man said climate change is a gender https://t.co/bWVBNOB0RQ,893912
0,RT @larissaciauna: they asked me what my inspiration was i told them global warming https://t.co/M7WxSWvzLI,29234
1,RT @ClimateNexus: How climate change's effect on agriculture can lead to war https://t.co/ydbrX0v5zJ via @Newsweek https://t.co/2nRVw4YQp0,274823
0,Sussex graduate Dr Melissa Lazenby explains why studying African climate change was a very personal choice for her. https://t.co/nXzGxqEShh,862944
-1,"RT @TwitchyTeam: Tree-huggin’ hippie! Man walking BAREFOOT across America to protest climate change, ‘save the earth’ 

https://t.co/goj1Nv…",741990
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",126061
2,Entire financial system at risk'; APRA preps to apply #climate change stress test to AUS financial institutions: https://t.co/85p31WbzKG,913492
1,RT @SenSanders: If we don't address climate change there'll be more conflict over limited resources. We must listen to scientists not fossiÃ¢â‚¬Â¦,491670
1,"@SenatorIsakson - No Tillerson! - conflicts of interest, wants fewer sanctions on Russia, denier of climate change",381817
0,@SethMacFarlane what's your opinion on animal agriculture in links to global warming???,478445
1,Doubters like climate change deniers will insist 'there is no proof' https://t.co/6uWdjlLIQD,409169
1,RT @ClimateReality: You might have heard the CDC cancelled a major conference on climate change and public health. We have something exciti…,115499
2,https://t.co/B2Fk05gnwC Forbidden phrases at US Dept. of Energy: Don't use 'climate change' https://t.co/B2Fk05gnwC… https://t.co/YpTdfuh3nw,954879
1,RT @lifeaseva: Taking shorter showers and buying reusable bottles won't stop global warming. It's the main result of our agriculture demandÃ¢â‚¬Â¦,877492
1,"RT @Independent: Thanks to climate change, it's time to say goodbye to mild weather as you know it https://t.co/nqe9BJxZBu",471146
1,The head of the EPA doesn't believe in climate change and the Secretary of Education wrote in his memoir about making friends with a bear.,170884
1,"RT @ErikSolheim: 11 terrifying climate change facts in 2017.
We need urgent #ClimateAction!
https://t.co/U2f9Hq95f1",630330
0,@realDonaldTrump listen to only about 100 scientists about global climate change,57367
0,@DLoesch Eclips! Proof of climate change!!!��,938437
1,The only way States can fight against climate change is 2 work around the ignoble authoritarian conman in the WH. https://t.co/81vJwRi1TU,572039
2,RT @AP: AP's @wirereporter explains how the loss of Arctic sea ice is caused by – and fueling – climate change. https://t.co/JPKar8lW9r,154560
-1,RT @DineshDSouza: CLIMATE SCIENCE ACCORDING TO THE LEFT: We know global warming is real if it gets hotter--or colder https://t.co/r8sgsiBTxz,111323
-1,@peacoatseason @LeahRBoss You do know when you exhale it's CO2. so if we get rid of liberals so called global warming problem solved,242977
1,RT @pharris830: The scariest thing I see is that nothing will get done on climate change. Hard to count your money when you can't breathe!,980008
1,"RT @alfonslopeztena: How climate change has already affected the earth ➡️
https://t.co/3tMWqk2piT",108273
1,RT @deadhomosexual: honestly like yeah i wanna die but not in the hands of some white devils that think climate change isn't real https://t…,969723
1,"I just joined @NatGeoChannel @21CF in combating climate change. Take action #BeforeTheFlood
https://t.co/8HQmzaAXIx",195506
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,931086
